RoadName,RouteType,RoadKey
KINLOCH RD,County,1955238534798411
CROTHERS LA,Municipality,660992970117788
RAMP 11 FR RP10 (29 SB) TO FAIRLND RD EB,Ramp,7075377184060223
TURKEY THICKET DR,UNKNOWN,6954905592027595
KENDALE RD,County,7011216404183113
MCFARLIN DR,County,5889759403418057
LARISTON LA,County,1906488261394592
RAWLINGS RD,Municipality,3319442046693272
ROSEMONT DR,Municipality,4073200021400170
SILKCOTTON WAY,County,8168381492729932
MUSCARI CT,County,8009449879520692
BEDFORDSHIRE AVE,County,8866076747589692
SULLIVAN LA,County,6808872833209760
KEYMAR WAY,County,6849859273221673
CRESCENT ST,County,4187812440821135
HARRELL ST,County,5738211305731148
FULKS FARM RD,County,7764894364280318
ELGIN RD,Municipality,1908708682110156
NETHERLANDS CT,County,2398168987307142
LIONEL LA,County,9630248670111759
MELVERN DR,County,391491439859472
DAY AVE,County,5839342662090779
SMOKE HOUSE CT,County,1768400981689267
SEVEN HILL LA,County,5057981325308512
CHESTNUT LA,County,7927701180489880
GAME PRESERVE RD,Municipality,6656848413877637
REMINGTON DR,County,6313766065704522
FOLEY ST,County,579224571258473
WILSON LA SERV RD,County,6916693320677558
ROSEWOOD DR,County,7917741152872539
NEAL DR,Municipality,526224719106079
MEETING HOUSE RD,County,8251912398027350
NEW HAMPSHIRE AVE.,UNKNOWN,1967185350172280
DECKER PL,UNKNOWN,3193704378413923
VANDEVER ST,County,5312147286558967
FARR RD,Municipality,6147525585148346
LARRY PL,County,5315296667179647
FARRAGUT AVE,County,3702127564683311
HOYA ST,County,3264647830274259
AVONDALE ST,County,4390289351484470
PUTNAM RD,County,769677350904598
WESTCHESTER DR,County,3863928784573188
APPLECROSS TERR,County,5743246851307708
OLD VIC BLVD,County,7323560974946542
WHITE SADDLE DRIVE,UNKNOWN,1304895120768719
WYACONDA RD,County,1279004676568115
CUSHMAN RD,County,7003729785487502
RAMSDELL CT,Municipality,8450245557024300
CAMBERLEY AVE,County,7088954704068967
MORNINGSIDE LA,County,3214717394902105
PARTRIDGE WOOD DR,UNKNOWN,5560417636231566
BRIGHTON AVE,Municipality,6482379191741214
TULIP LA,Other Public Roadway,7522314174186558
TOULONE DR,County,9157953810105715
ANSTED RD,County,9421999506927740
ELIZABETH ST,County,3366972884487142
WOODBINE ST,County,8549276970534025
FIELDS ROAD,UNKNOWN,4003579087600088
JARBOE AVE,County,179407925490356
WELL HOUSE CT,County,3070239981810370
LAURIE DR,County,8395732140448955
CHATSWORTH LA,County,385904851429917
KENILWORTH DRWY,Municipality,6033792171692694
BONNIBELLE PL,Municipality,186483646025063
WESTLAKE DR,UNKNOWN,2098449019688875
ABBEY TERR,County,6931008926233535
MANCHESTER PL,Other Public Roadway,4930737005520771
KENNETT ST,County,2460821055671501
SMOOTH LEAF LA,Municipality,81684275495988
WISTERIA DR,UNKNOWN,4091387647769229
RED FOX RD,County,5483715201642245
RIDING LOOP TERR,County,5865885986030763
W WOODBINE ST,Municipality,3100769105749516
FORSYTHIA LA,County,7637059401874155
CLIFTONBROOK LA,County,5990169864826016
KENWAY ST,County,4869442892160797
BOXWOOD RD,County,9560315946179727
RAMP 4 FR RAMP 1 TO SHADY GROVE RD,Ramp,4919733824444601
83RD PL,County,895991456403876
COPEN MEADOW DR,County,7787841170776927
BENTLEY RD,County,1449049434067632
POND PINE DRIVE,UNKNOWN,939672132929126
DAMERON DR,County,3160855136246711
AUTUMN RUST RD,County,9968742088422145
ROBINWOOD RD,County,4367428458462934
REGENTS PARK DR,UNKNOWN,3097051465226621
TALBOTT ST,Municipality,3583783924141494
GOSHEN VIEW DR,County,4417807758018126
GRAFTON ST,Municipality,8834422857257007
DILSTON PL,County,8272067103952154
MAIN STREET,UNKNOWN,7847740349954047
FORDHAM ST,UNKNOWN,4006003591654677
TRIBUTE PARKWY,UNKNOWN,5313073372793806
RIVER TRAIL CT,County,8751209341368666
BLACK KETTLE DR,County,5258056149102135
SHILOH CHURCH RD,UNKNOWN,7302940197014429
NORWOOD DR,County,1514523311815721
EPWORTH CT,County,9858237669753357
TILBURY ST,County,2545138196113171
MARIGOLD LA,County,8802729594968073
BALBOA DR,County,6393651124962614
RAMP 6 FR IS 270 EB TO MD 355 SB,Ramp,8668013426051585
AMHERST AVENUE,UNKNOWN,3886655360495927
TWIG RD,UNKNOWN,9548396939349108
TAILOR SHOP PLACE,County,8634130147794835
PRINCETON AVE,Municipality,2955582069840937
HOMESTEAD DR,County,3793060244485877
ESTELLE TERR,County,3706873163589416
ASHMONT TER,UNKNOWN,1541695658984582
PARAMOUT PARK DR,UNKNOWN,8171610196933798
CAROLINE AVE,County,3630727288430436
LANDY LA,County,9389298986542058
NOBLE OAK DR,County,6310182240180356
E STANHOPE RD,County,1821727544007870
RIDING LOOP DR,County,5398843967234606
EGGERT DR,County,6024309628313611
CORNFLOWER RD,County,2179876090588000
BRENNON LA,County,7845407794207084
STRINGFELLOW CT,County,7974577053199534
GUDE AVE,Municipality,4162362584029612
JAEGER ROAD,UNKNOWN,9730721408468229
ROYALTON RD,County,39477972380881
WISSIOMING RD,County,3948964522633554
MARKETREE CIR,County,7039683382807113
ALSACE LA,Municipality,6552704716416803
SHAKESPEARE BLVD,UNKNOWN,7728445712785617
LONGHORN CRESENT,Municipality,9218359103526384
DEER MEADOW LA,Other Public Roadway,807308351718059
SNOWDEN FARM PKWY,Other Public Roadway,7401050803776202
MARVIN RD,County,929855660833944
GUDE DR SERVICE DR,Municipality,2598456831195993
BLAIR MILL DR,Other Public Roadway,4592466299934053
BRIDGETON DR,County,8893606040377985
WAYNE AVENUE,UNKNOWN,9225599785084907
MOSSBROOK CT,County,5368951432123227
DREWS CT,County,7371213037309297
FREDERICK RD,UNKNOWN,2931670583968004
MASON DR,Other Public Roadway,4848998712446499
RAMP 1 FR RAMP 4 (FR IS270) TO RIDGE RD,Ramp,3408793734538066
DEER RIDGE DR,County,1736508717300952
SWEETPSPIRE DR,UNKNOWN,5866486543556472
KINGSFORD PL,County,1128589818256324
CLEARSHOT DRIVE,UNKNOWN,331394487812244
HOLSEY RD,County,3317407411420391
CHESTER ST,County,9950366446552132
KINGSWOOD RD,County,9197803803895746
SEABROOK DR,County,6534437287995707
SHERWOOD RD,County,4056101525971352
BACALL LA,County,5149766185483057
HUNTING RIDGE CT,County,9857195402309546
PHELPS ST,Municipality,3754819743813634
SENECA RUN DRIVE,UNKNOWN,7273427722022547
GREAT PARK CIRCLE,UNKNOWN,5204102870114932
MAYHILL TERR,County,9122036488176568
PAULINE DR,County,8472137087158571
HOMEWOOD PKWY,County,440487311129592
HIDDEN GARDEN LA,County,6788770361267285
PINEY BRANCH ROAD,UNKNOWN,1722517910370974
MIDDLEBRIDGE DR,County,5922783921176905
GILSCOT PL,Municipality,6096474923859934
HEURICH RD,County,6173450333911007
GARDENIA WAY,County,9507528999668731
RUFFIN RD,County,5525293935589479
LITTLE SENECA PWK,UNKNOWN,8060820287236720
JOSIAH HENSON PKWY,UNKNOWN,9751228898701475
AVENEL FARM DR,County,2013139470360392
FOX ST,County,273704190343499
LINDA VIEW LANE,UNKNOWN,9632891998769578
LAYHILL RD,Other Public Roadway,768746617569222
PENNYFIELD LOCK RD,County,5242670875151880
WOODSTON RD,Municipality,7904192129883772
CONWAY AVE,Municipality,1244654156209432
OLD MIDDLETOWN RD,County,4072445230171355
POPLARWOOD PL,County,9610147564919976
MOSS AVE,County,7694469815182477
GLADSTONE ST,County,7407629435547389
COLIN RD,County,2809460542462110
SILVER BIRCH LA,County,6985497309801983
CRESTBERRY LA,Other Public Roadway,2890559412962187
DEER LAKE RD,County,340651470633170
SHILLING CT,County,6045851096633766
WOODLAND RD,Municipality,6978559585149835
RAMP 5 FR MD 187 SB TO RAMP 4 (TO IS495),Ramp,7617742358558309
BRIAN CT,UNKNOWN,9537661425782158
W KERSEY LA,Municipality,9716450684109740
SHEPHERD ST,County,983043901107679
POTOMAC MANORS DR,County,2215500571825474
VICTOR CT,County,6052997873621147
FAIRLAND PARK DR,County,5425481607961806
FITZGERALD DR,County,6174623759738083
SB GEORGIA AVE,UNKNOWN,4511436645458528
ORSAY ST,UNKNOWN,5569099968722922
IRON GATE RD,County,3976057198006200
WILLOW GROVE RD,County,9045445340343318
LUX LA,County,1811909050480591
PINEHURST PKWY,County,1147857123950290
FALCONWOOD DR,County,8449185260254649
NEWTON ST,County,4527857868453455
ASHTON KNOLLS LA,Other Public Roadway,2511783855900894
PLATINUM DR,County,5129565673946913
COLEBROOK AVE,County,6146807574334065
VIRGILIA ST,Municipality,3927877130929667
ROCKBORN ST,Municipality,1116620286973844
NATIONAL DRIVE,UNKNOWN,787638165279281
RENMARK CT,Municipality,3355722898300756
ROKEBY AVE,Municipality,3325592187817803
EVERGREEN ST,County,6434006984136713
BURBANK DR,County,256273168822920
ST PETER CT,UNKNOWN,6637387482072571
RAMP 8 FR RAMP 5 TO RAMP 1 (TO IS370),Ramp,7236413418369038
CLAUDE LA,County,869904588793858
STEEPLE RD,UNKNOWN,4673816051892889
EAST DIAMOND AVENUE,UNKNOWN,4011691988003500
GATE DANCER LA,County,3137554482732572
AUDEN DRIVE,UNKNOWN,3273407000275084
EAGLE CT,County,1009639622636530
STABLEVIEW DR,County,1141023590144739
MUSTANG HILL LA,County,5923630346372926
E GUDE DR,UNKNOWN,594339223308577
SADDLE RIVER DR,County,5801032261011240
WITHAN DR,County,3844993774718178
11160 VEIRS MILL RD (PARKING LOT),UNKNOWN,8937121945791105
DOVEKIE STREET,UNKNOWN,3695705439587375
MONTGOMERY ST,County,5756850666894391
TULIP GROVE RD,County,441759810268366
10719 VENETIA MILL CIRCLE,UNKNOWN,7958687507215593
KINSTER DR,County,6915578741508753
WOODCUTTER DR,Other Public Roadway,6032777456038181
WILD BIRD TERR,County,1706354940964279
MOXLEY RD,County,1335152328248539
BYBEE ST,County,5010736392141285
ANTHONY ST,County,5000297402827451
COACHLAMP LA,County,7524162757774930
MCLEAN DR,County,9210571412801685
OAKTON RD,Municipality,6186766266718613
WHEELER DR,County,2320005857180255
VIERLING DR,County,1808773916819499
JONKERS CT,Municipality,4963257022099892
BATTLERIDGE WAY,County,9840753027527479
BLACKMON DR,County,3746048838096686
RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),Ramp,5702886143537543
TANNERY DR,Municipality,2939899598564390
WOOD LA,Municipality,486979421724495
EMORY ST,Other Public Roadway,2137028351889232
HOFFMAN DR,County,9683758743051176
RAMP 5 FR RAMP 8 TO DEMOCRACY BLVD EB,Ramp,9401975606065377
BROAD GREEN DR,County,3866908553012330
RAMP 5 FR RAMP 8 (US29SB) TO RANDOLPH RD,Ramp,1951169742316720
CALYPSO LA,County,2005515647730157
CLARKS CROSSING RD,County,6126228064511175
GLOSTER RD,County,6060415681008415
ST MARYS RD,County,8099679036450106
SUMMER OAK DR,UNKNOWN,9081442087639823
BEMAN WOODS WAY,County,3558816132137911
TYNEWICK DR,UNKNOWN,8999005867896271
DUNSTER RD,Municipality,8870053504727846
PHOENIX DR,County,6447978445969068
LANDGREEN ST,County,8812630092355978
DRUMMOND AVE,Municipality,2696399954408027
BIRCH DR,County,41758245161749
PEPPERWOOD LA,Other Public Roadway,331296651971487
MEADOWSWEET CT,County,2011575049054177
LEDGEROCK CT,County,1462598985288450
DEVON CT,County,8642193674068416
SHADY MILL RD,County,1332827475164420
FINEGAN FARM DR,County,2562963010520569
ROCKMERE DR,County,2963458809898755
WINDING ROSE DR,Municipality,9425325845277168
BEL PRE ROAD,UNKNOWN,6194622327208323
PALM SPRING DR,Municipality,9544404690107446
BLUE SMOKE DR,County,1940968409235526
RAMP 6 FR SAM EIG HWY TO WASH. BLVD,Ramp,1124594389888987
CARLTON LA,County,9440714557074153
LURAY CT,County,5503194325595939
IRIS ST,County,5599837718921715
CHERRY GROVE DR,County,8761235537501595
LINDA COURT,UNKNOWN,6750340387585672
CENTER POINT WAY,Other Public Roadway,8196556171379265
DALEY ST,County,6963716161404653
DENNINGTON PL,County,424945506447701
LAWNSBERRY TERR,County,6276670560181021
HIDDEN VALLEY DR,County,8029395523188542
WOODSBORO DR,County,8399269285483849
ELLINGSON DR,County,1319591680156308
NEWCASTLE AVE,County,473523458187403
SQUIRES CT,County,3845302721648394
PARKLAND DR,UNKNOWN,8332284992311504
SHOLOH CHURCH ROAD,UNKNOWN,5569311259761455
CANYON RD,County,3016553395532393
ELLINGTON BLVD.,UNKNOWN,4661055002768473
WEDGE WAY,County,5229429498512532
TABIONA DR,UNKNOWN,4305682581678527
WELLINGTON DR,County,5665226239496020
EPPING CT,County,8402353102411661
HILLMOOR DR,County,6642760289848199
SHOEMAKER FARM LA,Municipality,1729509314074657
HEALY ST,County,7513444462655475
ASBURY DRIVE,UNKNOWN,7141028748424671
RICE CT,Municipality,6003837664754527
SUNSET DR,Other Public Roadway,5863178338299441
WINDSOR ST,County,1058843244881988
BLUET LA,County,9403048573539950
LITTLE POND PL,Other Public Roadway,3910360121806112
ESKRIDGE CT,County,9287692819631328
WILTON OAKS DR,County,789731527576186
SLYE CT,County,9533451975308257
PORTSMOUTH RD,County,8505341003945306
KING JAMES WAY,UNKNOWN,1595551057723929
CHICKASAW DR,County,3800916342635787
MILBORO DR,Municipality,5887340043895751
MARCIA LA,Municipality,3492044109648277
CHIPPENDALE CT,County,4237957260915227
ELMORE LA,County,3202626533725428
MORAY RD,County,1410070266217915
GLENDALE RD,County,215574077349181
OXFORD ST,Municipality,2110700992409680
RAMP 6 FR IS 370 EB TO MD 200A SB,Ramp,5071271344011638
CLIFFORD AVE,County,9462429052509704
ELKTON AVE,County,4624830753136422
YEARLING DR,County,3674522375805984
HUNTWOOD DR,County,5611770065603613
ROYAL CROWN CT,County,1252116301093542
WB CONNECTICUT AVE.,UNKNOWN,2962704147376231
WONDERLAND WAY,UNKNOWN,4419576035217992
MONTGOMERY DR,County,4778010318205042
WATERS HOLLOW RD,Other Public Roadway,7018249987610934
PEBBLE RUN DR,Other Public Roadway,2179714991338194
APPLE RIDGE RD,Other Public Roadway,8399954875761290
BERGENFIELD DR,County,8088793585276784
OBSERVATION CT,UNKNOWN,4827681886198296
RAMP 1 FR IS 270 NB TO MD 118 WB,Ramp,9086806271766476
COTTAGE HILL CT,County,9999712258270596
ELLSWORTH DR,UNKNOWN,8947667984705169
NIMITZ RD,County,7021502619328908
EXPLORATION LA,County,3875664892779931
POTOMAC ST,Municipality,3294992285788811
WOODFIELD RD,Other Public Roadway,8603484660241424
OLD CARROLL AVE,Municipality,4380639078453063
SANDALFOOT DRIVE,UNKNOWN,4148451130404624
SOUTHWICK ST,County,3496882214842837
EXECUTIVE PARK TER,UNKNOWN,511777545509146
MCGRATH BLVD,UNKNOWN,490859554698523
MITSCHER ST,County,6725989978339871
CARONA DR,Other Public Roadway,3000950028540833
CHEROKEE LA,County,4848379318349540
BRODERICK CIR,UNKNOWN,5999865229325562
PISSARO DR,County,1286875769679364
EBENEZER CHAPEL DR,UNKNOWN,3956260209326090
WOODRIDGE AVE,County,5677346934873429
SNUG HILL LA,County,2092346776981706
FRALEY FARM RD,County,267089681984798
DUNCAN BRANCH CT,Municipality,8293327796557329
HUNGERFORD DR,UNKNOWN,845171440635081
LEISURE WORLD  BLVD,UNKNOWN,4510191651333574
HALE ST,County,885228057200824
VENTNOR RD,County,86049507875385
ALPENGLOW LA,County,735957661144855
BENTCROSS DR,Other Public Roadway,1518431719769018
KENILWORTH DRWY,County,9357093032957668
IRVINGTON AVE,County,2614700550004471
SETH PL,Municipality,7072148754188949
DRESDEN ST,County,7819731214175455
WESTMORE AVE,Municipality,5885683808656243
DIAMOND DR,Municipality,1456175143017041
WARWICK PL,Municipality,400834385777335
MILLENNIUM CT,County,6323563118061594
HIGH WOOD RD,County,3368325798987508
PHILLIPS OAK DR,County,8623200452692215
CHINABERRY ST,County,9251241114198901
GROVE ST,Municipality,8836463810921959
SHELTON ST,County,560458247811601
REACH RD,County,1810235267595740
LAFAYETTE DR,County,4893821118872820
POTOMAC AVE,County,4245871252449312
DURANT ST,County,2525390261218876
TEABERRY RD,County,2389982788611799
CRESTED IRIS CT,County,6164174915549527
FARNELL DR,County,1857706432589995
MCKENNEY AVE,County,8758423167638649
MUNSEY ST,County,5326502965798607
THORNWOOD RD,County,5107247087936031
ONEIDA LA,County,3987829221107016
PATTON PL,Municipality,4914918448299911
LUND CT,County,392320526919917
DIMES RD,County,8993593434379041
SILVERWOOD LA,Other Public Roadway,8561680846880428
AMBERLEIGH DR,County,3426291771582109
MARKETREE PL,County,363782150495533
NEW HAMPSHIRE AVENUE,UNKNOWN,5921297725279778
MAIN ST,UNKNOWN,8360807043807127
BENNINGTON LA,County,8753439694494688
SUGAR PINE CT,County,5018899966460430
CARRY BACK DR,County,6696461113851615
GUILFORD RUN LA,County,9314809459700723
CALHOUN PLACE,UNKNOWN,4962797815537846
FOUNTAIN VALLEY DR,County,4516189992149010
MEADOWOOD DR,County,1275538012481278
403 REDLAND BLVD,UNKNOWN,9353953442339138
QUEENSTOWN LA,County,5373386808524079
LEISTER DR,County,6234286002778317
HIDDEN FIELD DR,Municipality,3403654640728861
ASPEN AVE #2,Municipality,3956033750493183
POCAHONTAS DR,County,6101541630050647
ROSE THEATRE CIR,County,7916260459597127
NORTH DR,Government,7530328575205317
CHAPEL HILL RD,County,9569236183518005
BRIARDALE TERR,County,2761061375222470
KILDONAN DR,County,1590921975665887
HORSESHOE BEND CIR,UNKNOWN,6029616543780514
ROSENSTEEL AVE,County,3799762823959929
EMBRY ST,County,71108163076303
KING WILLIAM DR,County,2748125391902183
KEYSTONE CT,Municipality,1795024454954686
HOURGLASS WAY,County,3703250959210254
S LEISUREWORLD BLV,UNKNOWN,6672706551365457
W VIRGINIA AVE,County,277747064081507
GREENLANE DR,County,3609424032646590
DEERWATER DR,UNKNOWN,7086236321037656
HONESTY WAY,County,3406908558347506
MEADOWHILL RD,County,6331287558802039
GREGG RD,County,1654705320726445
TAMPICO WAY,County,9469870595667941
BROOKVIEW DR,County,9160095898161581
FARMINGDALE CT,County,539078038447782
JANICE DR,County,1154770707544865
LOMBARDY RD,County,3239907551098327
NAMAKAGAN RD,County,2714783940863428
STARK ST,County,8305641843644779
TRENT ST,Municipality,1106462583419359
TIPPETT LA,County,7319628778783456
HEMLEY LA,County,7796205004988612
GRANDE VISTA DR,County,7254409324231833
FAULKNER PL,County,9642729396169625
JOCKEY CLUB TERR,County,9240195926582215
TRAILRIDGE DR,County,5592609153244698
FORSYTHIA TERR,County,2017142182777711
CATOCTIN CT,Other Public Roadway,9691174434976623
SLEAFORD PL,County,7816057663686579
BROOKMOOR DR,County,5268123234453673
HARDING LN,UNKNOWN,7482493979435160
LEBARON TERR,County,7158356117469067
WISCONSIN AVE,UNKNOWN,7688837846168360
MISSISSIPPI AVE,Municipality,7126727685849258
ALLIED PL.,UNKNOWN,7811337272942334
GUNNERS DR,Other Public Roadway,398901820686477
CHESTER MILL RD,County,2019736280625011
SECOND ST,Municipality,2707776428273410
SHELLDRAKE CIR,Other Public Roadway,781671639301422
VORLICH LA,County,4499482242114529
GOLDSBORO CT,County,6799449538951817
CLARKS CROSSING DRIVE,UNKNOWN,8922333475907877
DEVIN PL,County,6710272809485181
HOUNDS WAY,County,2266161451705827
HARBOR TREE RD,County,8071786934243043
RADFORD CT,Municipality,5840561972392638
RAMP 2 FR IS 495 WB TO MD 355 NB,Ramp,1324390645075039
CROWNSGATE CIR,County,182430722390330
FRUITWOOD WAY,UNKNOWN,9880322029908515
BAY BERRY DR,Other Public Roadway,4474607066821067
JONESVILLE RD,County,1266483784512052
RAMSEY AVENUE,UNKNOWN,7586986876062202
DIXIE RIDGE TERR,County,2936677784712090
NORTHBOUND 270,UNKNOWN,8179299024687777
MYER TERR,County,9794991734757625
HARTMAN CT,County,9026972336966573
OLC COLUMBIA PIKE,UNKNOWN,2005142139887070
APPLEBY DR,County,1202529240807786
WOODLEY DR,Municipality,1868851082227412
TAKOMA AVE,County,8535684149502610
RED ROCKS DR,County,8098088935973738
EDWARD AVE,County,1849285464433014
LAWRENCE AVE,County,5536522769052884
BRACKLEY RD,County,4844994957503688
WOODBINE ST,Municipality,6660660026041691
QUELWAY RD,County,3772350792907197
FAIR GARDEN LA,Other Public Roadway,8106575546485245
BROOKFIELD DR,County,2213653175060884
BALTIMORE AVE,US (State),6100129278786948
ALBERMYRTLE RD,County,3463269940151450
LOCHAVEN DR,County,2177638278390963
BUEHLER RD,County,8406042859624012
I-495 S/B,UNKNOWN,6471844073713561
SANTA ANITA CT,County,7759018453483554
JONES BRIDGE ROAD,UNKNOWN,2077160821236407
E SCHUYLER RD,County,5962877885061275
EWOOD DR,County,8911243753329441
OAKENSHIELD DR,Municipality,3008611154718294
PICCADILLY RD,County,2765846038840603
1030 VIERS MILL ROAD,UNKNOWN,233341556703460
SUMMIT AVE,Municipality,1273450514622808
NELSON RD,County,7158251260415104
MILL CREEK DR,County,2325296186211737
WABASH AVE,County,7318766784861793
ALLAN RD,Municipality,9706860595595293
CARSON PL,County,2554073747019057
MEADOW VIEW DR,County,4746094296889381
ALEUTIAN AVE,Municipality,8472149694084108
WOODCREST MANOR WAY,County,4738865513323833
FALLBROOK CT,Municipality,1581013346097068
EASTERN AVE,UNKNOWN,5234964054857619
BELL RD,County,9544809831869180
CORWIN DR,County,7446409254125763
DUVALL RD,County,1650646150666995
LIONS DEN RD,County,9452742455918519
FLAMINGO TERR,County,7491816489551813
VALLEY PARK DR,UNKNOWN,6807815158717154
CHANUTE DR,County,8967442140383275
PROCERA DR,UNKNOWN,1853862225001183
SLEAFORD RD,County,5855478579818281
RAMP 6 FR MD 109 EB TO IS 270 SB,Ramp,8973590314752562
VERONA DR,County,8049091193559078
BIRCH SPRINGS CT,County,7462393679523764
VILLAGE PARK PL,County,9161472158273393
PEACH GROVE LA,County,1627033300469992
CROSSOVER,UNKNOWN,8760747166704389
PUBLIC HOUSE RD,UNKNOWN,9944605330018800
OWL RUN WAY,UNKNOWN,3745296189376877
OCTOBER CT,County,1019111786195610
RAMP 6 FR MONTROSE RD EB TO IS 270 SB,Ramp,8771060372702620
VILLAGE CENTER DR,UNKNOWN,2652246660546334
LINK RD,County,5660058393006253
EDWARDS PL,UNKNOWN,5244745364974499
ENT TO ASPEN HILLS SHOPPING CTR,UNKNOWN,6306157907411153
RAMP 6 FR SHADY GROVE RD EB TO MD200A SB,Ramp,2204079644143680
WETHERILL RD,County,521579827685281
PETERSBOROUGH DR,County,427393714649994
ATLANTIC AVE,UNKNOWN,4804618208504453
STRUC #M0121 HAWLINGS RIVER,UNKNOWN,5754173014379851
RUSHING WATER WAY,UNKNOWN,7671166199835095
ENT TO BUSINESS,UNKNOWN,9960694393116645
RAMP 4 FR MD 355 NB TO MONTROSE PKWY,Ramp,2050819301411096
CARSON ST,County,3235011917520066
SPUR FR MD 124,UNKNOWN,8373788303337333
RAMP 2 FR IS 495 WB TO MD 187 NB,Ramp,6758199436231414
SPUR TO EDMONSTON DR,UNKNOWN,6624969345558041
EPPING TERR,Other Public Roadway,1357390857860639
WINDSWEPT LA,Other Public Roadway,4033539668894091
TELEGRAPH RD,Maryland (State),7898614020241803
ENT TO SCHOOL,UNKNOWN,8097925267209099
STRUC #M0108 HAWLINGS RIVER,UNKNOWN,2655987456180782
REGNID DR,County,7466340801099460
MILE MARKER 15.0,UNKNOWN,2868221124334232
BROOKE DR,Municipality,8683859883872353
ST PAUL ST,County,6950789664746065
WOODWELL TERR,County,5687870469605401
ROAD END: GATE,UNKNOWN,8619551449624229
EXIT #8,UNKNOWN,930573271038020
1300 ERSKINE STREET,UNKNOWN,4664574134217453
CLOVERLY ST,County,6424206404675570
ORION CLUB DR,County,4728386509746342
SPUR FR SHADY GROVE RD,UNKNOWN,2469776530346503
WHITE OAK DR,County,5798648761760379
ENT TO PARK & RIDE,UNKNOWN,8141483570474297
MASSANUTEN DR (PROP),UNKNOWN,3242607179892268
ENT TO CHURCH,UNKNOWN,3211937380407938
BANTRY WAY,UNKNOWN,7934198340616412
HAMPDEN ST,County,3489172181846683
ENT TO METRO STORAGE YARD,UNKNOWN,8363777903159585
RAMP 3 FR MD 28 EB TO IS 270 NB,Ramp,8343618917762400
SPUR TO TWINBROOK PKWY,UNKNOWN,1644579591904978
MOCCASIN LA,UNKNOWN,6595289181613499
COOLIDGE AVE,UNKNOWN,3833363700033645
SELLMAN RD,County,7779742925954651
CONGRESSIONAL LA,UNKNOWN,3922649904561701
CITADEL AVE,UNKNOWN,7629590651586807
WATKINS MILL RD (BACK),Municipality,7791519500386606
JERUSALEM CHURCH RD,County,6360449991114718
SPUR FR MD 107,UNKNOWN,5474424725223844
GLENRIDGE ST,Municipality,8077374403443351
KESWICK ST,Municipality,7203839959170559
VOLUNTEER DR,UNKNOWN,2913317778622863
RAMP 7 FR MD 200 WB TO MD 200A SB (BACK),Ramp,6757782249077348
HOWARD CO/L,UNKNOWN,7840372133339055
RADIUS RD,County,9702450412141607
ENT TO LOTTE PLAZA,UNKNOWN,1550470047942457
SPUR TO LOST KNIFE RD,UNKNOWN,2826635861712565
ARDSLEY CT,County,349756633768470
ENT SHOPPING CENTER,UNKNOWN,1549969148343299
REVA DR,County,5623551644573549
KAKAE DR,County,3080091137215184
NORMAN DR,County,8691636464700556
HOLLOW CREST DR,County,2029583915346045
MELINDA LA,County,6396450280910952
RAMP 8 FR US 29 SB TO IS 495 WB,Ramp,1745777330611389
HYDRUS RD,County,7376286745792392
HOBBS DR,County,8665079372018993
ENT TO STONEY MILL SQUARE,UNKNOWN,4168498132374668
SNOWDEN FARM PKWY (AHEAD),County,9736396679199426
ENT TO STATE PARK,UNKNOWN,2951571285366946
HAVENCREST ST,Municipality,5326530846214285
SEVEN LOCKS RD (AHEAD),Municipality,4974217608739560
EXIT #34,UNKNOWN,7778399253811321
EXIT #10,UNKNOWN,146081768102795
ENT TO MIDDLEBROOK SQ SHOPPING CENTER,UNKNOWN,6886754386572754
PORTER RD,Other Public Roadway,9938950363986035
SPUR FR MD 586,UNKNOWN,7088051854814265
ENT TO APTS,UNKNOWN,3458394945660639
FAIR GARDEN LA,County,6590516494433759
WARTHEN DR,County,3256890534260734
CIRCLE GATE DR,UNKNOWN,8599858134372454
MILE MARKER 11.0,UNKNOWN,160552314488972
HEATHERFORD CT,County,4402968986159178
RAMP 3 FR MD 121 EB TO IS 270 NB,Ramp,3214845654099554
GAME PRESERVE RD,UNKNOWN,5005421957672337
FERNEDGE RD,County,1338495582976541
"GAITHERSBUG, MD 20879",UNKNOWN,9620714844965587
DARLINGTON CT,County,5143641346375912
LOTTE PLAZA,UNKNOWN,4704197145201651
SHAWNEE LANE,UNKNOWN,4378721153753406
CLINTWOOD PL,County,3043556049458204
CHRISTOPHER AVE (BACK),Municipality,3885845127472746
SUTTON PL,County,9218180909768678
ENT TO WINTERGREEN PLAZA,UNKNOWN,205870818648121
RISING RIDGE RD,UNKNOWN,7779797861750430
EARHART CT,County,1869828522298659
RALEIGH AVE,Municipality,3718891329657553
SUNHAVEN CT,UNKNOWN,1249860747936166
THURSTON RD,County,3723712125081404
ENT TO GOVT FACILITY,UNKNOWN,3166641698724280
WINTERGARDEN WAY,Other Public Roadway,7015876197173878
ENT TO WOODMONT COUNTRY CLUB,UNKNOWN,815388567828684
CALHOUN DR,UNKNOWN,9199684521644843
COVE LEDGE CT,County,1663573058253214
BEGIN BRIDGE,UNKNOWN,8424404108270975
EXIT #29,UNKNOWN,8688815166985659
RAMP 6 FR MD 118 EB TO IS 270 SB,Ramp,4124040696722232
RAMP 4 FR MD 193 NB TO IS 495 EB,Ramp,3364325717077073
WILD FLOWER CT,County,7982013907020787
HIGHCREST DR,County,8839804576418176
