RoadName,RouteType,RoadKey
EDGEWOOD AVE,County,6696348880921858
NICHOLSON LN,UNKNOWN,6896098239382139
HILLSTONE RD,Municipality,5897902009752878
DOMER AVE,County,7001767800461379
SILVER ROCK RD,Municipality,3908759143514167
WADE AVE,Municipality,4335424120633307
GARRETT PARK RD,County,8249558529328990
SNOWDEN FARM PKWY,UNKNOWN,5718951996592660
7000 CARROLL AVE,UNKNOWN,7302558330287621
MCDONALD CHAPEL DR,Other Public Roadway,6433255023148482
POPLAR RUN DR,UNKNOWN,5648649844798206
FLEMING AVE,County,7607327575275124
PORTER RD,County,5761416115761446
ST LAWRENCE DR,County,4620647798931659
CLAY ST,County,9472855031651712
ELMCROFT BLVD,Municipality,1334006375897390
SENECA CROSSING DR,County,1887264303448858
OLD SPRING RD,County,9493941563661347
MALLORY PL,County,8135039840448252
PHILADELPHIA AVE,County,4350737957040345
FERNHILL RD,County,2720580719624268
SILO WAY,County,8214565052874438
MIDLINE RD,Municipality,1461098681270622
RAMP 4 FR RP 1 (FR 200A NB) TO MD 200 EB,Ramp,7470341698568736
ANDREW ST,County,2099838632153220
LONG CORNER RD,County,382918784444142
COLLINGWOOD TERR,County,9847183061531392
ASHLEIGH WOODS CT,Other Public Roadway,5733696033883309
BROADMORE RD,County,6151955694314519
NORBECK BLVD,UNKNOWN,5778410787547214
DUFIEF DR,County,9833958201368065
KENT ST,County,7891481052818205
CINNABAR DR,County,4818183937612974
WINGED ELM DR,County,5400507269462337
MILLS AVE,County,2070331451178939
GREENWOOD AVE,County,1595385451090210
HAWKES RD,County,7329307195987697
MARSHALL AVE,County,4043812309916232
CIDER BARRELL DR,Other Public Roadway,9968530150248356
TOMLINSON AVE,County,142321731301833
GRAND PARK AVE,UNKNOWN,6235001838748695
BUBBLING SPRING TERR,County,6290531898556392
LYDIA ST,County,4639635744168324
FLOWER HILL WAY,UNKNOWN,6641591093441926
GRUENTHER AVE,Municipality,3263408190046470
GAIL ST,County,6315873817494128
GREAT ARBOR DR,County,818429965514928
ST ELMO AVE,County,9030182442049257
CAMDEN ST,County,8619958653950713
RAMP 9 FR IS 370 EB TO SHADY GROVE RD SB,Ramp,3192026351731123
ALLAN RD,County,4255822905320016
MARTINS LA,Municipality,7928231202316247
MOUNTAIN VIEW RD,County,7194078578715427
BLACKBURN LA,County,7219992189373947
TURNMORE RD,County,7202992605268112
AQUARIUS AVE,County,7221947866452827
BRIARCLIFF MANOR WAY,County,5522798775586991
RIDGEMONT AVE,Municipality,6260873934971691
GAINSBORO RD,Municipality,5982632732354338
CHEVY CHASE LAKE DR,County,2662081756549658
DECOVERLY DR,County,9356671326851435
DOVER RD,County,1032926203017574
SHAWNEE LA,Other Public Roadway,5349513912763958
PALERMO DR,County,7229145318986710
ORCHID DR,County,6595845602937835
PRICHARD RD,County,9625371494229735
7300 NEW HAMPSHIRE VE,UNKNOWN,3121955807577558
CHISWELL LA,County,3727901404069718
EDWIN ST,County,1449519790328874
LOUIS AVE,County,3446811766592028
MAPLEWOOD AVE,County,4747405870934828
PEWTER LA,County,2977807972263430
GLENSIDE DR,Municipality,543796607472533
BALTIMORE ST,Municipality,6574424151378256
TRAVIS AVE,Municipality,873974809789905
BELLE CHASE DR,County,2383766893385711
RAMP 1 FR RP 4 EB TO DEMOCRACY BLVD,Ramp,9143234384969843
PARKER FARM WAY,Other Public Roadway,6376360919158303
UNIVERSITY BLVD E,UNKNOWN,9904038207159432
MONTROSE RD,Maryland (State),7053241971029489
BROOM DR,County,5627623198537131
STEWARTOWN RD,UNKNOWN,1382173639684170
MOORLAND LA,County,5697120875951643
SWAN STREAM DR,County,5270921057466298
MASON ST,County,3740024822529775
BONIFIANT PARK DR,County,8911076483444405
E MONTGOMERY AVE AT COURTHOUSE SQ,Municipality,5067276778107284
SILVER SPRING FIRE & RESCUE,UNKNOWN,1626586969290814
KODIAK DR,Other Public Roadway,3174356173681431
ALLEY,County,5750743819847308
NEES LA,County,2096824437087532
LINDELL ST,County,6199792925829057
RAMP 2 FR IS 495 WB TO MD 97 NB,Ramp,6307990782939571
RAMP 3 FR WESTLAKE TERR TO IS 270Y NB,Ramp,3268076257932786
ROAD END,UNKNOWN,4833264442371325
HAMMONTON PL,County,3266648657876857
ENT TO FEDERAL PLAZA S.C.,UNKNOWN,7263055234630352
AVENTURINE WAY,County,1250160250943680
NORTH HIGH ST,County,641321231426863
AVERY PARK DR,County,7124325409182042
DENLEY RD,County,6810999407365995
RAMP 8 FR MD 187 SB TO RAMP 9 (TO IS270),Ramp,4418900388086204
ROCK SPRING DR,County,5682945118739953
INDIGO RD,County,3355731887132840
DOVER CLIFFS CIRCLE,UNKNOWN,5042894138911800
GLENMONT CIR #1,Other Public Roadway,41941829628911
RALPH RD,County,1242379577104961
OLDE TOWNE AVE,Municipality,1365115606645052
MIDDLETON LA,County,66309839817599
DORSET AVE,Municipality,6784661058996907
SERPENTINE WAY,County,2444574380880092
CALHOUN DRIVE,UNKNOWN,9030868573647096
RIDGE RD (BACK),County,5493914267907528
MARKSMAN CIR,County,5497803147514344
STRATOS LA,County,7048910759543253
GRIST MILL DR,County,1254472313346460
KERWOOD RD,County,4851869101831641
MIDLAND RD,County,8961953771773373
WARREN ST,County,3575492412491506
RAMP 7 FR MD 124 WB TO IS 270 SB,Ramp,1998367272394543
GREEN RUN WAY (AHEAD),County,3663818180886895
SOUTH DR,Government,8467184696040290
REXMORE DR,County,7381480802413346
SLIDELL RD,County,5138731115806543
WYNGATE DR,County,4751386178895751
ROUND HILL RD,County,7733713755314292
S FALLSMEAD WAY,Municipality,9782014695028000
ENTRANCE TO MALL,UNKNOWN,5461883857076562
ROCKINGHAM RD,County,9830208714999759
WHIPPOORWILL CT,County,3639130746165593
CONGRESSIONAL LA,UNKNOWN,9003064371717634
CLEARFIELD RD,County,2660233883796095
FALCON ST,UNKNOWN,4503709347805712
BAILEYS LA,County,170090271737160
OLD GEORGETOWN RD (AHEAD),County,4814944510459008
DOMER AVE,Municipality,3490260798471921
TEMPLETON PL,Municipality,3061516663743910
KING JAMES WAY,UNKNOWN,9402028909686769
SPUR TO SHADY GROVE RD,UNKNOWN,4346533722120382
WHITE OAK DR,County,3141001782990517
BEECHMONT LA,County,8902595081942766
HILLCREST AVE,County,2822128718741750
QUAINT ACRES DR,County,8893422808266023
13TH ST,County,3848511146538103
SHERWOOD HIGH SCHOOL,UNKNOWN,9009186725758076
HERSPERGER LA,Municipality,7575679903872968
RISING RIDGE RD,UNKNOWN,3485509668331948
CYPRESS SPRING RD,County,5811053903494677
AVERY RD,UNKNOWN,5047177299636331
REVA DR,County,3883719130698370
EXPLORATION LA,County,6684663121660266
WASHINGTON ST,Municipality,974409147695419
NOYES CT,County,3038688643220475
QUAIL VALLEY DR,County,6378438479086660
WHELAN LA,County,7087529140611388
ENT TO BUSINESS,UNKNOWN,2843299409940101
SPUR TO RIDGE RD,UNKNOWN,7177953620768128
DIRECTIONAL CROSSOVER,UNKNOWN,6006877850173336
LYTTONSVILLE PL,County,8698572861437387
SPUR TO E GUDE DR,UNKNOWN,2409457370030644
LINTHICUM ST,Municipality,3646644596941464
OUT CORP LMTS ROCKVILLE,UNKNOWN,2291126089277031
ENT TO MALL,UNKNOWN,2188109269003497
GREENBRIDGE RD,County,258991852269246
PARKSIDE RD,County,5310285060707827
ROSECREST DR,County,8022898655342714
JEFFRY ST,County,3397449360827215
RAMP 5 FR MD 97 SB TO IS 495 EB,Ramp,4386981630821377
EAST WEST HWY (PG CO),Maryland (State),5475922897037119
RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),Ramp,4447920020196168
HARMONY HALL RD,County,6149184508965314
TSCHIFFELY SQUARE RD (AHEAD),Municipality,5815931304819896
WATKINS POND BLVD,Municipality,7151254501517695
WASH DC LINE,UNKNOWN,8657054184464313
HYATTSTOWN MILL RD,Other Public Roadway,4507532494376846
VERONA DR,County,1704133836219751
IN CORP LMTS GAITHERSBURG,UNKNOWN,1934379408143034
RAMP 8 FR RAMP 5 TO SHADY GROVE RD,Ramp,959606785654673
ROUNDABOUT,UNKNOWN,9771042817973570
AUBURN AVE,County,9892082381114537
MARY CASSATT DR,County,3093409660563393
LANGLEY DR,County,8795885162246098
NOAA,UNKNOWN,5144619810416858
MERWOOD DR,Municipality,9019493337409229
GRACEFIELD RD (AHEAD),Maryland (State),8110343549231209
WHITE OAK SHOPPIING CENTER,UNKNOWN,1125858034827620
FARMINGHAM CT,County,9614458538457305
MILESTONE DR,County,4180114869819726
JOHNSON RD,County,1815152214514129
JAMES ST,Municipality,1285509129522475
MADISON ST,Municipality,3598040276912410
ENT TO ROCKVILLE CHURCH OF THE NAZARENE,UNKNOWN,1971550194513693
WALSH ST,Municipality,3169782643191426
GRENOBLE DR,County,4463913414125578
SHAKESPEARE BLVD,UNKNOWN,1335102461245556
ENT TO ASPEN HILLS SHOPPING CTR,UNKNOWN,425337737457912
CALVERT PL,Municipality,8264006719957397
PURCHASE ST,Municipality,6671674364367464
SULLIVAN LA,County,4400772894986411
TAPWOOD RD,County,5315355733577048
MOONEY DR,County,4961164146839027
BALTIC AVE,County,4547937063238487
CREST HILL LA,County,8100278816414450
EISNER ST,County,5448678768818539
FALLBROOK ST,Municipality,1078509545132123
RAMP 5 FR MD 185 SB TO IS 495 EB,Ramp,1080733106455895
ENT TO BURNT MILLS SHOPPING CENTER,UNKNOWN,622146954607289
FRALEY FARM RD,County,689030651181060
ENT TO ATHLETIC FIELD,UNKNOWN,2958835682546210
ROSEMARY ST #2,Municipality,9043331264354651
INTERNATIONAL DR,County,7364943818750980
BRIGGS RD,County,8583905435870232
ENT TO SHOPPING CENTER,UNKNOWN,8167578228000493
MICHELSON RD,UNKNOWN,8323985868231548
MUSLIM COMMUNITY CENTER,UNKNOWN,786620226226734
RAMP 2 FR BRIGGS CHANEY RD TO US 29 NB,Ramp,6365585846231766
DAVIS MILL RD,County,13015426944448
LANCASTER DR,County,3963050903205061
ROCKY RIDGE LA,County,8406993865061793
WOLF DR,County,9296403245306818
LANARK WAY,County,404303769527782
FIRESTONE DR,County,4141248567534591
DUNBRIDGE WAY,County,3309400077580275
BLACKBURN RD,County,5009223039224662
ELMHIRST PKWY,Government,4764421044851220
THOMAS FARM RD,County,7982382793563979
STABLER LA,County,9037369239455704
RAMP 2 FR MD 190 WB TO IS 495 NB,Ramp,8092074524605443
LEIGHTON AVE,County,1143757775788124
RAMP 9 FR TOWER OAKS BLVD TO RAMP 2,Ramp,517946637561752
CROSSRIDGE DR,UNKNOWN,9413519451682221
CHICAGO AVE,County,7678154453503612
ENT TO BRIGGS CHANEY OUTLETS,UNKNOWN,9741770548025921
CHESTER ST,County,1628002769946063
RAMP 4 FR MD 187 NB TO IS 270 EB,Ramp,8116839560522988
NADINE DR,County,7234824231318627
ENT TO POTOMAC VALLEY SHOPPING CTR,UNKNOWN,7894401216492377
E SCHUYLER RD,County,1964709707514795
CELEBRATION WAY,County,376927684230893
BLUE HERON LA,County,4667919375247820
RAMP 2 FR IS 370 WB TO IS 270 NB,Ramp,5075787337131239
RAMP 5 FR IS 270 SB TO SHADY GROVE RD,Ramp,3234441642202422
HOBSON ST,County,1196023985836474
TRIDELPHIA LAKE RD,County,8742123413301502
UNIVERSITY BLVD,Maryland (State),3065693472279380
CROSSOVER,UNKNOWN,8760747166704389
GRAND CHAMPION DR,UNKNOWN,6867363231800218
WOOTTON AVE,Municipality,1391461710474636
TRIPLE CROWN RD,County,8097359056786454
SLATE QUARRY RD (FRED CO),County,1152671699989420
PHELPS MEWS,UNKNOWN,3661671037634188
END BRIDGE,UNKNOWN,2696403938661764
RAMP 1 FR IS 270 NB TO SHADY GROVE RD WB,Ramp,9431952111489217
NEWBRIDGE DR,County,9337986127660821
ENT TO METRO BUS GARAGE,UNKNOWN,5832579580921099
BELVEDERE BLVD,County,6646748253591002
WALHONDING RD,County,416041484875041
HEATHER HOLLOW CIR,UNKNOWN,2400182794897545
INDIAN HILLS DR,UNKNOWN,4669614803813186
WICKHAM DR,County,8748917003246752
TECH RD (BACK),County,2422033636269813
POINDEXTER LA,County,2028449911991005
HEURICH RD,County,9987350733104536
NORTH DR,Government,1373018555131136
KNOWLES AVE,Municipality,435498361427675
MORNINGSIDE DR,County,9695673309571685
CLAGETT DR,Municipality,1410944441022812
EWING DR,County,5749579385942012
FAIRMONT AVE,County,7677905177989486
SPUR TO FAIRLAND RD,UNKNOWN,4836668941096804
ELLINGSON DR,County,3237097994639061
DELANCY DR,County,441852561450306
CRAIGLAWN RD,County,8103817186135226
HUNTERS LA,County,1944590100842932
NORMANDY SQUARE DR,UNKNOWN,3917631354694636
CURTIS ST,County,6919565468612125
RIGGS RD,County,4040821116537880
RAMP 4 FR IS 270 NB TO MD 124 EB,Ramp,3289447832699129
ROLLING RIDGE LN,Municipality,9348944387192297
VITAL WAY,County,3626457075115683
SPUR TO SLIGO CREEK PKWY,UNKNOWN,2178059273102981
COLIN RD,County,1225334927905427
SPUR FR SHADY GROVE RD,UNKNOWN,3271787103587979
CORNELL AVE #2,Municipality,5597838504600229
RODNEY RD,County,4533297358745091
CRYSTAL ROCK DR (AHEAD),Other Public Roadway,9183634203568025
PARTRIDGE WOOD DR,UNKNOWN,9789246839051790
PROCTER ST,County,6877922960248420
MARWOOD HILL,UNKNOWN,6906670608420062
ENT TO WOODMONT COUNTRY CLUB,UNKNOWN,3901194754114356
MOUNTAIN LAUREL LA,County,9205708893882518
LARKSPUR WAY,Municipality,3061521610045529
WILMART ST,Municipality,410603404827031
RAYMOND ST,Municipality,3259326823337285
CHURCH ST,Municipality,4239652210177128
CHRISTOPHER AVE (BACK),Municipality,743039958477430
ENT TO LAKE FOREST SHOPPING CTR,UNKNOWN,9846456776426409
TRAVIS CT,Municipality,2824583709304650
KINGLET PL,County,6767389035702390
SOUTHLAWN CT,Municipality,9589796920021790
GRANGE HALL DR,Municipality,9507367624725762
TUNSTALL DR,County,5874151401622767
LYNCH ST,Municipality,8939202842885851
ENT. TO SPRINGHILL SUITES,UNKNOWN,4011173936024921
HOLLINGSWORTH DR,County,4145244413139948
MORNING STAR DR,County,4288608526168505
KILCREGGAN WAY,County,8452400662488694
NEW HAMPSHIRE SERVICE LA,Municipality,7707062144387799
OAKWOOD ST,County,6970390896669241
EXIT 8 RAMP,UNKNOWN,9811889661022807
JACKSON RD,County,5070630466800991
RAMP 2 FR RIDGE RD WB TO IS 270 NB,Ramp,1012765406927776
ENT TO GERMANTOWN SQUARE SHOPPING CENTER,UNKNOWN,5221595755667524
RAMP 6 FR IS 495 EB TO MD 193 SB,Ramp,2082712927087201
BROOKE DR,Municipality,3221494961667850
RESEARCH CT,Municipality,4920573837801758
POWDER HOUSE DR,Other Public Roadway,9538895736167364
BRAEBURN PKWY,County,1383783813829528
GEORGETOWNE DR,County,645955551982428
LONG GREEN DR,Other Public Roadway,714397292117752
GREAT PARK CIR,UNKNOWN,7286882020039772
BEGIN BRIDGE,UNKNOWN,6995932442052456
WOODLAND DR,County,3218746306747838
LUX LA,County,182936401196750
SPUR TO MD 28,UNKNOWN,4533367327675682
FENWICK LA,County,7028044703065112
FRANKLIN ST,Municipality,9534183081985644
TRAVILLE GARDENS CIR,UNKNOWN,5803135292785424
RESEARCH BLVD,Other Public Roadway,1475476518097973
PORTER RD,Other Public Roadway,3453038839885798
SENECA AYR DR,County,9500448640979420
TALBOTT ST,Municipality,9590029957436085
EXCALIBER LA,County,7715093971188160
RAMP 7 FR MD 118 WB TO IS 270 SB,Ramp,3600743701468380
STRUC #15088,UNKNOWN,5089172297577226
RAMP 6 FR MONTROSE RD EB TO IS 270 SB,Ramp,7018561940356565
NOLTE AVE,County,8042265648149838
BURSLEM TERR,County,414572400708565
RAMP 4 FR MD 185 NB TO IS 495 EB,Ramp,8169557694483571
SONOMA RD,County,5814186100649119
MOXLEY RD,County,6150312105395204
APPLEBY DR,County,5005870691291659
RUXTON RD,County,3669127932515834
MISSISSIPPI AVE,County,5135528620357871
ENT TO PARKING,UNKNOWN,2805959834838897
DAVIS AVE,County,2187038175230611
CRESTED IRIS DR,County,7580658081908042
EXIT #13,UNKNOWN,9649137667499347
CARROLL AVE (AHEAD),Other Public Roadway,5761053900897358
RAMP 3 FR SHADY GROVE RD EB TO IS 270 NB,Ramp,1001353484784611
GEORGE ST,Municipality,6208841614449410
PEACH ORCHARD RD,County,9560763658828455
FAIRVIEW RD,County,8959454969881647
BOLAND FARM RD,County,332987075203093
MILLS CHOICE RD,Other Public Roadway,6570535709265253
BAY LEAF WAY,UNKNOWN,7142439624255150
SHAW AVE E,County,8764045101698269
METZ DR,County,1760356748100386
RAMP 3 FR MD 121 EB TO IS 270 NB,Ramp,9983588472369911
GRACE CHURCH RD,County,4351990886565724
HALLET ST,County,9573564391136433
SPUR TO MD 355,UNKNOWN,3196247930439129
CUL DE SAC,UNKNOWN,6554112464020933
RIDGELINE DR,County,161515450564539
STRUC OV STREAM,UNKNOWN,5788706626618773
BRAMBLE BUSH DR,County,2448108378969892
MILE MARKER 5.0,UNKNOWN,9473949435536893
GREENERY LA,Other Public Roadway,6049340154417246
CENTER DR,Government,2145087343919328
RAMP 6 FR SAM EIG HWY TO WASH. BLVD,Ramp,3830557608359987
RAMP 1 FR MD 187 NB TO RAMP 8 (TO IS495),Ramp,5166701087385268
TAKOMA AVE,County,163589376063825
BROWN CHURCH RD,County,1996318624015280
OLD VIC BLVD,County,5133115173623258
ALDERTON RD,Other Public Roadway,4893447994538511
NEWBURY RD,County,199823075662022
ROCKWELL AVE,UNKNOWN,817783894883313
DEVILWOOD CT,County,4953017173418396
EXIT #29,UNKNOWN,2496637266646672
LAKE CHRISTOPHER DR,County,1487955319131437
DAWSON AVE,Municipality,4587574980247384
LEAR LA,County,2420869100913171
AVONSHIRE DR,UNKNOWN,5676823371601825
TIMBERWOOD AVE,County,5692874636342360
INDIAN SPRING DR,County,6710667262566387
RAMP 3 FR IS 495 EB TO US 29 NB,Ramp,9355230777803570
CHELTENHAM DR,County,8852304464302653
RAMP 6 FR MD 200 EB TO MD 182,Ramp,8926846269434782
LINDEN AVE,Municipality,3278547711578598
PARSIPPANY TERR,County,2082833658199410
S MANOR CIR,Municipality,7927941207794081
VALLEY PARK DR,Other Public Roadway,4336942892217508
EXIT #33,UNKNOWN,4244811106585601
RAMP 4 FR MD 97 NB TO IS 495 EB,Ramp,6642601588594235
JACQUELINE CT,Other Public Roadway,2610230419437648
HORN POINT DR,County,5405566800651122
BURTONSVILLE SCH ACCESS RD,County,6532047864117837
BRISCOE ST,Municipality,6997186938159260
BRIGHTON KNOLLS DR,County,4822671551535439
GREEN FOREST DR,County,2262145658801749
DECKMAN LA,County,6253805036557480
BENTLEY RD,County,4830598918382341
ABBOTSFORD CIR,County,9711843769904494
ALLEY #4,Municipality,1276694763142772
STAR LA,County,2009869907885451
BONANZA WAY,County,4124583561611868
CROWN PARK AVENUE,UNKNOWN,1510595594924098
RED PEPPER CT,UNKNOWN,2207838026226365
MILE MARKER 13.0,UNKNOWN,2126866733643068
STRUC #15002 LITTLE SENECA CREEK,UNKNOWN,3110326037829860
STRUC #15092 ROCK CREEK,UNKNOWN,8078037351079356
KINGS RIDING WAY,UNKNOWN,3588525285586193
FORBES ST,Municipality,2901201585460244
SPUR FR JONES BRIDGE RD,UNKNOWN,1206412812856641
MILESTONE MANOR LA,County,5265328781463509
NO NAME,Municipality,3344816151616516
BLUE BANNER DR,County,7093336465575525
TWIN LAKES DR,Municipality,6641027520882495
ENT TO WHEATON PLAZA,UNKNOWN,5577717976499668
QUEEN MARY DR,County,3754379552950906
DIMES RD,County,8692523072767154
RHINESTONE DR,UNKNOWN,7354105351924451
NEWCUT RD (BACK),County,6011245299432487
ELMIRA LA,Municipality,5384401474961935
ENT SHADY GROVE METRO STATION,UNKNOWN,8898024693401937
GREENPLACE TERR,Municipality,2900970013360931
RAMP 6 FR RAMP 10 (FR IS270) TO MD 187,Ramp,941833300385647
CLERMONT AVE,Municipality,2187958947905782
GLENEAGLES DR,UNKNOWN,6514225480049559
ENT TO BEST BUY,UNKNOWN,2383095580379672
BELLINGHAM DR,County,4166590751709747
ESSEX VIEW DR,County,9612721465254534
WATKINS OVERLOOK,Municipality,512745799904968
HEADWATERS DR,County,5913809177007492
RAMP 7 FR MD 109 WB TO RAMP 6 (TO IS270),Ramp,4302155183238900
RAY DR,County,2008683852907960
MIDDLEBRIDGE DR,County,418706926516350
ENT TO STONEY MILL SQUARE,UNKNOWN,9432898328980746
SPUR TO MONTGOMERY VILLAGE AVE,UNKNOWN,1824005853139445
COPLEY LA,County,557698109499699
HOBBS DR,County,2461459327488486
CHILDS ST,County,5967020025305442
NEW MARK ESPLANADE,Municipality,1561057306342825
EVANGELINE LA,County,6737547076716873
MOORE RD,County,3469085968896560
PHEASANT RUN DR,Municipality,9288898762423318
WOODSIDE PKWY,County,101735708559903
CALHOUN DR,UNKNOWN,4097116268079966
W OFFUTT RD,County,3105526109931564
SOUTHWOOD DR,UNKNOWN,8102196540894620
SPUR FR MD 28,UNKNOWN,7987261448103869
PALATINE DR,County,6752443032018460
CHESHIRE DR,County,755816997488189
HOLLY LEAF LA,County,614830774135776
HOUSTON AVE,County,7100760562355538
PRESCOTT RD,Other Public Roadway,1553605206744390
SAND TRAP DR,County,3591600221230456
SPUR TO MUDDY BRANCH RD,UNKNOWN,4786450966501569
COMUS RD,UNKNOWN,3912092363617905
ENT TO MILESTONE SHOPPING CENTER,UNKNOWN,6224516012508394
NEWINGTON RD,County,4467894371033901
WINSTON DR,County,1941681407238784
NEERWINDER PL,County,7796484945221965
HOLLOW GLEN PL,County,6394813203257170
RING ST,Municipality,4387298496242315
FIDLER LA,County,3937256849459829
FALLING SPRING CT,County,72701941904092
MATENEY RD,County,4470599735535893
LOCBURY CIR,UNKNOWN,8012579605527714
NA,UNKNOWN,128258203078154
SANTINI RD,County,1792886851754728
DUNWOOD TERR,UNKNOWN,6026765791955449
EXIT #35,UNKNOWN,1034406591474203
WEYMOUTH ST,County,4273432074606049
MILTON ST,County,7085045472837862
ENT TO SCHOOL,UNKNOWN,5967081979018283
PARKLAWN TERR,Other Public Roadway,7695312710108979
KING ST,County,1887291782005014
BARBARA RD,County,2048197494937367
HOWARD AVE,Municipality,2898034228332955
SPUR TO EXECUTIVE BLVD,UNKNOWN,2016224417341039
SANDY SPRING VFD,UNKNOWN,6645293223114629
WOODBINE ST,County,6541708458466460
ASHMEADE RD,County,8512767117042832
LITTLE HAVEN LA,County,5622497926568502
LANCELOT DR,County,5931866492171124
BRIARDALE RD,County,8676565496050888
PINKNEY CT,County,7925134083970557
RAMP 1 FR IS 270 NB TO MD 28 WB,Ramp,5985079142399091
OAKLAWN DR,County,8329647259040565
JINGLE LA,County,3474195293082556
270 SB ON RAMP,UNKNOWN,9643778674669823
NEW HAMPSHIRE AVE (PG CO) (BACK),Maryland (State),9542078201214091
SCOTT DR,County,1402578907708573
SPUR HILL DR,County,9708619046508718
BOOTH ST,Municipality,8327237941683223
HURLEY AVE,Municipality,9554972459814571
WILDWOOD DR,Municipality,8835879337178019
ENT TO BURTONSVILLE VILLAGE SHOPPING CTR,UNKNOWN,9223358766295520
SPUR TO WIGHTMAN RD,UNKNOWN,8617088362042332
AMBER RIDGE DR,UNKNOWN,2864184010040435
SWEETBRIAR PKWY,County,9426932986037041
OUT CORP LMTS GAITHERSBURG,UNKNOWN,2205205769894179
KINGTREE ST,County,5951044115644754
HIGHLAND HALL DR,County,1167883099319863
KEMPER ST,County,5691739914091725
ALLIED PLACE,UNKNOWN,4056257787009184
TEAGARDEN CIR,UNKNOWN,2931484812973605
WINNEPEG RD,County,6623634248852401
CUTTY SARK WAY,County,4322355654754676
CLOVERWOOD CT,County,2815663266005235
THREE SISTERS RD,County,5238516955393822
CRESTFIELD DR,Other Public Roadway,7813156987350379
BINGHAM CT,County,77995024642757
WIRE AVE,County,9387786511175459
ASHTON CLUB WAY,County,8212719533701123
ELSON PL,Municipality,5025293708208049
W MIDDLE LA,Municipality,7160629309581972
BELLE CREST LA,County,5501311960811129
R/R #CSX 140 509 U,UNKNOWN,622017668918271
RAMP 5 FR RAMP 8 (FR IS270) TO MD 118 EB,Ramp,2608724199620933
NORFOLK AVE,County,1753436384863877
RAMP 8 FR IS 270 SB TO MD 118 WB,Ramp,8980253415392481
WALL ST,Municipality,3787512849256745
AMBER RIDGE CIR,UNKNOWN,7638606810425701
AUGUSTA FARM LANE,County,4167600998085561
S WESTLAND DR,Municipality,6804416543578716
BUEHLER RD,County,971258514023825
KING WILLIAM DR,County,1582415046542789
PRINCE GEORGES CO/L,UNKNOWN,5089337550561535
RAMP 2 FR RP 7 (FR MD200 WB) TO MD 97 NB,Ramp,7495392161638194
SPUR FR FENTON ST,UNKNOWN,3841913771910457
FREDERICK AVE #2,Municipality,128270231016011
MILL RUN DR,County,8265452524340026
GAITHERSBURG-WASH. GROVE F.D.,UNKNOWN,3380169270527051
KIMBLEWICK DR,County,5437897073548916
FLORAL DR,Municipality,1980450577073118
STEWARTOWN RD,County,8531372004549714
R/R #CSX 140 507 F,UNKNOWN,1439115365586782
ISBELL ST,County,1537475711597184
GLEN CT,County,8586732726131427
GREENRIVER TERR,County,2801424988364270
COLLINS DR,County,7552845058907038
ROSEMARY HILLS RD,Other Public Roadway,1258631561200693
PEONY DR,Municipality,8243471263271337
THORNHURST DR,County,5207587639948951
YELLOWSTONE WAY,County,8421764595813344
HOLLOW CREST DR,County,7263391799459511
DICKENS AVE,County,2630308449445695
ANNMORE DR,County,505066982209858
EDUCATION BLVD,Municipality,3659699231892642
MAY CT,County,3394426049637142
BLANTON RD,Other Public Roadway,3484310827886258
LOFSTRAND LA,Municipality,5909693256682504
WILLOW TREE DR,County,9037488041951029
WOODS CENTER RD,County,570794584059876
47TH ST,Municipality,6766591052830466
CROWN PARK AVE.,UNKNOWN,7278690862628440
DELANO ST,County,7300969439389030
BAUGHMAN DR,County,9030292708028073
RAMP 4 FR US 29 NB TO MD 198 EB,Ramp,3794604873353206
SUMMIT HALL RD,Municipality,1934294998071367
TILDENWOOD DR,Municipality,3381500226495475
LAYTONIA DR,County,7891283226950621
COZY CT,County,6324098747527618
STRUC #15126 ROCK CREEK,UNKNOWN,5780114562861144
BLUEBIRD TERR,County,2147977805273738
ENT TO BUSINESSES,UNKNOWN,8547351118687849
BRISBANE ST,County,6929197891419831
EASTBOURNE DR,County,9726279657763418
OLDEN RD,County,4515470818072370
SPUR FR GOSHEN RD,UNKNOWN,7972557188005050
END ROUNDABOUT,UNKNOWN,3424250472168108
SEVERN TERR,County,3301120833911088
BENTCROSS DR,Other Public Roadway,2804031976798009
THOMPSON RD,County,871306256745130
ENT TO BURTONSVILLE SHOPPING CENTER,UNKNOWN,7163542694142221
RAMP 7 FR FATHER HURLEY BLVD TO IS270 SB,Ramp,5590224949361482
RAMP 8 FR IS270 SB TO FATHER HURLEY BLVD,Ramp,1943936794897559
WICKSHIRE WAY,County,6977419097508652
CORPORATE BLVD,County,3776195364974607
HOWARD CO/L,UNKNOWN,9821014354839992
RAMP 2 FR MD 200 WB TO BRIGGS CHANEY RD,Ramp,7853494323708451
HARBOUR TOWN DR,County,1746132387998966
KENDALL CT,County,7294986935707402
ADCLARE RD,Municipality,9814687665692566
RAMP 4 FR US 29 NB TO BLACKBURN RD,Ramp,5341532873177673
MILE MARKER 1.0,UNKNOWN,5286162246240961
CHERRY HILL RD (AHEAD),County,4621228867392068
MCKNEW RD,Other Public Roadway,5521818823740271
RAMP 2 FR DEMOCRACY BLVD TO IS 270Y NB,Ramp,5086050155630483
ANDERSON AVE,Municipality,8299612362352494
